0.004464333932,0.0001389535409,0.001219714331,0.02878323347,0.005821721703,0.00004039577939,0.00001578115214,0.001005328868,0.00003146305176,0
0.001284757273,0.0007276466936,0.3222902437,0.003180223533,0.003500467098,0.00004462899721,0.00001843371624,0.001888970817,0.00004268860602,0
0.003366751459,0.0008368775315,0.4146760859,0.01369334323,0.004140764366,0.0001797979072,0.00003269052857,0.001023213544,0.00016018359,0
0.1294318816,0.005653574994,0.3966761324,0,0.00499009901,0.00003103517837,0.000005172529729,0.004370787621,0.0002586264865,0
0,0.008733494292,0.3576336105,2.31155176,0.004404100707,0.0001713910996,0.000007451786939,0.002630480789,0.00006706608245,0
0.007499793204,0.00005713279433,0.009610603847,0.002890228737,0.002787249316,0.00003760639627,0.0000665343934,0.001476051054,0,0
0,0,0,0,0.0007022205352,0.001060273213,0.000008372151712,0,0.0002260480962,0
0,0,0,0,0.001204725025,0,0,0,0.003653338055,0
0,0,0,0,0,0.01036435463,0,0,0.001637267616,0
0,4.522694682,0.7147126749,1.751196244,0,0.0001056619723,0.0005962354149,0.002113239445,0.001245301816,0
0,0,0,0,0.003077908056,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.05548216645,0.00765815836,0.5410083128,0.5212048472,0.003090475847,0.00007160343969,0.00004432593886,0.002373142573,0.0001773037554,0
0.2764241592,0.02189044475,0.0982814862,0.04846845413,0.004186113651,0.00007956082425,0.00002386824728,0.003094916063,0.001718513804,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0001412496833,0,0,0,0
0.02248289345,0.1002908904,0.04731685046,0.5162388746,0,0,0.000004100898507,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0.2275951512,0,125549625.3,0,0,0.000003242292463,0.004220654214,0,0
0.07445482866,0.001994049756,0.09990189275,0.06117990071,0.00320819008,0.0006282790614,0.00004049454888,0.3082138284,0.00002270148952,0
0.1509906152,0.001819206996,0.09992517492,0.0825215462,0.004912016726,0.0008522730631,0.00004491869126,0.3638437633,0.00002718762892,0
0.139448173,0.003553441218,0.0974440605,0.1437149415,0.04390388872,0.001646186034,0.00003988556469,0.3260137279,0.00002900768341,0
0.1705476152,0.002624983903,0.1406496092,0.1779590503,0.004238026125,0.001986072727,0.00003962239854,0.3177468723,0.00002971679891,0
0.07728119181,0.01086246757,0.4476201401,0.3542170376,0.003477576611,0.001870709281,0.00004412050191,0.368582673,0.00004412050191,0
0.1157158061,0,0,0,0.0334988674,0,0,0,0,0.01061450776
0.1808349892,0,0,0,0.003639010189,0,0,0,0,0.3100892104
0.01752972229,0,0,0,0.004073229584,0,0,0,0,0.01296955301
0.03482417207,0,0,0,0.005447318055,0,0,0,0,0.007764939182
0.0641509434,0,0,0,0.003226418675,0,0,0,0,0.002874664622
0.02820341994,0,0,0,0.01728503798,0,0,0,0,0
0.04101161996,0.000006528328282,0.005771871195,0,0.03229470951,0.00003799556143,0.00001036242584,0.0007426405188,0.00006044748409,0
0,0.01365536705,0.2470711778,0.2369638697,0.002524854032,0.0003281593542,0.0001640796771,0.001706428642,0.00009844780625,0
0,0,0,0,0.003869698295,0,0,0,0,0
0.7331081081,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0002943111961,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.00,0,0,0,0,0,0,0,0,0
890.00,0,0,151.370,3.614,0,0,384.112,384.112,365.337
0.00,0,0,0,0,0,0,0,0,0
0.00,0,0,187.455,0,0,0,187.455,187.455,0
0.00,0,0,0,0,0,0,0,0,0
0.1123935147,0.0009024504711,0.222439721,0.02825907846,0.004733141895,0.0002166073671,0.00005615746553,0.001083036835,0.0001484161589,0
0.347230865,0.006184392841,12.93692282,0.1106560535,0.003976081864,0.000206750963,0.00002539046914,0.001933302865,0,0
0.02998823991,0.05357408596,8.118085909,0.006540697818,0.002467354828,0.0001008436261,0.00002669390104,0.001326785748,0.0009293432213,0
0.008870721059,0,0.1612933175,0.6364459299,0.003025905456,0,0.00003481651696,0.001125734048,0,0
0,0,0,0,0,0,0,0,0,0
0.02,0.007,0.13,0.001,0.006,0.0003,0.00015,0.0002,0.0000,0
0.17,0.006,0.24,0.004,0.004,0.0003,0.00002,0.0010,0.0000,0
0.07,0.003,0.00,0.009,0,0.0000,0.00000,0.0000,0.0000,0
0.00,0.000,7.45,0.066,0,0.0000,0.00002,0.0013,0.0000,0
0.02,0.008,0.06,0.002,0.008,0.0000,0.00005,0.0036,0.0001,0
0.0001105488134,0.02951126894,0.650488799,0.04453426176,0.003096855271,0.00006450550588,0.00002037015975,0.001695815799,0.00005771545263,0
0.1458333333,0.42362133,0,0,0,0,0,0,0,0
0.01401641923,0.02850908628,0,0,0,0,0,0,0,0
0,0.004406579769,0.2636397954,0.6459364969,0.002928346638,0.00006661682741,0.00001727102933,0.001936822575,0,0
0,0,0.08486384748,0.5087435111,0.006014702606,0,0.00003035730549,0.002003582162,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.05390625,0,0,0,0.006440670689,0,0,0,0,0
0.3504531722,0.1787628567,0.4147389027,314.6680496,0.02448913396,0,0,0,0,0
0,0,0,0,0.006300477821,0,0.00001483650175,0,0,0
0.3109458517,0.05420626283,4.072072928,314.6680496,0.005964042872,0.0002775687896,0.00002191332549,0.001438975041,0,0
0.2197802198,0.03799811784,0,0.0639472994,0.004492512479,0.00009256545149,0.0004782548327,0.001974729632,0,0
0.3783783784,0.002175982913,0.5365180021,2.913123705,0.005569403654,0.0002811530583,0.00002598893816,0.002017686654,0.0002055488746,0
0.1807694595,0.003649897019,17.28082948,7.394492576,0.004886546162,0.0002181103362,0.00004141335498,0.001308662017,0.0001242400649,0
0.7562366358,0.007806593407,18.91283077,22.13006593,0.005204888069,0.000189010989,0.00002637362637,0.001437362637,0.00008791208791,0
0,0,0,0,0,0,0,0,0,0
0,0.05207354717,19.89394041,0.003235471749,0,0.0007046034089,0.00001677627164,0,0,0
0.007393540579,0.06625787218,0.2383931175,0.01846066319,0.009426732909,0.0003103732579,0.001704325561,0.007815515008,0,0
0.01864181092,0.04783425477,4.368255584,0.09537972366,0.004381613757,0.000419781535,0,0,0.0001905391364,0
0,0.01732556527,0.04397281176,0.007920654737,0.004107991748,0.0001479631942,0.000152587044,0.0009062745642,0,0
0.04710144928,0.001906786094,0.03228783968,0.199775315,0.003152559958,0.00006072567178,0,0.001190223167,0.001323819645,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.004328193983,0,0,0,0,0
0,0.2031295139,0,0,0,0,0.00002222215168,0,0,0
0.3011844332,0,0.1971360641,0.09519158676,0.004310002909,0.0003304920879,0,0,0,315001
0.3839980545,0,0.5272989471,0.08594509047,0.004047426313,0.0001710958075,0.00002444225822,0.001527641139,0.0002810859695,0
0.0354969574,0.6021358,0.2873099503,0.0903206,0.0065445,0.0006021,6.02136,0.001655878368,0.0009050127954,0
